-DOCSTART- -X- -X- O
cards -X- _ I-CARD_TYPE
can -X- _ O
be -X- _ O
added -X- _ O
? -X- _ O

Can -X- _ O
I -X- _ O
ask -X- _ O
you -X- _ O
how -X- _ O
to -X- _ O
pay -X- _ O
for -X- _ O
the -X- _ O
cloud -X- _ B-HMS_SERVICE
flash -X- _ O
? -X- _ O

Can -X- _ O
I -X- _ O
move -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
on -X- _ O
my -X- _ O
phone -X- _ O
to -X- _ O
my -X- _ O
watch -X- _ B-HUAWEI_DEVICE
? -X- _ O

How -X- _ O
do -X- _ O
you -X- _ O
do -X- _ O
? -X- _ O
I -X- _ O
do -X- _ O
n't -X- _ O
have -X- _ O
a -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
in -X- _ O
my -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
. -X- _ O

Do -X- _ O
you -X- _ O
want -X- _ O
to -X- _ O
return -X- _ O
my -X- _ O
money -X- _ O
? -X- _ O

Does -X- _ O
the -X- _ O
nowa4e -X- _ B-HUAWEI_DEVICE
have -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
function -X- _ O
? -X- _ O

Close -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
UnionPay -X- _ B-CODE_TYPE
payment -X- _ I-CODE_TYPE
code -X- _ I-CODE_TYPE
. -X- _ O

The -X- _ O
wallet -X- _ B-HMS_SERVICE
is -X- _ O
automatically -X- _ O
enabled -X- _ O
. -X- _ O

Does -X- _ O
the -X- _ O
phone -X- _ O
that -X- _ O
does -X- _ O
not -X- _ O
have -X- _ O
nfc -X- _ B-CARD_USAGE
support -X- _ O
Huawei -X- _ B-HMS_SERVICE
pay -X- _ I-HMS_SERVICE
? -X- _ O

I -X- _ O
'm -X- _ O
out -X- _ O
of -X- _ O
my -X- _ O
wallet -X- _ B-HMS_SERVICE
. -X- _ O
Why -X- _ O
would -X- _ O
I -X- _ O
come -X- _ O
out -X- _ O
when -X- _ O
I -X- _ O
opened -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

How -X- _ O
can -X- _ O
I -X- _ O
register -X- _ O
a -X- _ O
Huawei -X- _ B-HMS_SERVICE
account -X- _ I-HMS_SERVICE
if -X- _ O
my -X- _ O
phone -X- _ O
is -X- _ O
faulty -X- _ O
and -X- _ O
can -X- _ O
not -X- _ O
receive -X- _ O
a -X- _ O
verification -X- _ B-CODE_TYPE
code -X- _ I-CODE_TYPE
? -X- _ O

Enabling -X- _ O
leD -X- _ O

The -X- _ O
Huawei -X- _ B-HMS_SERVICE
wallet -X- _ I-HMS_SERVICE
can -X- _ O
not -X- _ O
be -X- _ O
used -X- _ O
in -X- _ O
Suning.com -X- _ B-WEB_LINK
. -X- _ O
The -X- _ O
model -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
8X -X- _ I-HUAWEI_DEVICE
is -X- _ O
used -X- _ O
. -X- _ O

Mate -X- _ B-HUAWEI_DEVICE
The -X- _ O
card -X- _ B-CARD_FEATURE
swiping -X- _ I-CARD_FEATURE
screen -X- _ O
is -X- _ O
not -X- _ O
displayed -X- _ O
. -X- _ O

Recharge -X- _ O
failed -X- _ O
. -X- _ O

Why -X- _ O
is -X- _ O
the -X- _ O
incentive -X- _ O
amount -X- _ O
that -X- _ O
can -X- _ O
be -X- _ O
claimed -X- _ O
negative -X- _ O
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
quickly -X- _ O
open -X- _ O
my -X- _ O
wallet -X- _ B-HMS_SERVICE
? -X- _ O

Cancel -X- _ O
automatic -X- _ O
deduction -X- _ O
of -X- _ O
consecutive -X- _ O
monthly -X- _ O
fee -X- _ O
deduction -X- _ O

The -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
be -X- _ O
bound -X- _ O
. -X- _ O

The -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
be -X- _ O
added -X- _ O
. -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Change -X- _ O
the -X- _ O
Payment -X- _ B-CARD_FEATURE
Password -X- _ I-CARD_FEATURE
? -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Disable -X- _ O
a -X- _ O
Wallet -X- _ B-HMS_SERVICE
? -X- _ O

Well -X- _ O
, -X- _ O
hello -X- _ O
. -X- _ O
I -X- _ O
'd -X- _ O
like -X- _ O
to -X- _ O
know -X- _ O
what -X- _ O
the -X- _ O
problem -X- _ O
is -X- _ O
with -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

[ -X- _ O
How -X- _ O
] -X- _ O
[ -X- _ O
Can -X- _ O
not -X- _ O
find -X- _ O
| -X- _ O
] -X- _ O
[ -X- _ O
Add -X- _ O
] -X- _ O
[ -X- _ O
Door -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
| -X- _ O
Door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
] -X- _ O

Method -X- _ O
of -X- _ O
using -X- _ O
a -X- _ O
membership -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE

The -X- _ O
airline -X- _ O
membership -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
one -X- _ O
more -X- _ O
, -X- _ O
it -X- _ O
is -X- _ O
not -X- _ O
my -X- _ O
own -X- _ O
operation -X- _ O
, -X- _ O
but -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
removed -X- _ O
. -X- _ O

[ -X- _ O
Support -X- _ O
| -X- _ O
] -X- _ O
[ -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
| -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
] -X- _ O
[ -X- _ O
? -X- _ O
] -X- _ O

Do -X- _ O
not -X- _ O
power -X- _ O
on -X- _ O
the -X- _ O
phone -X- _ O
. -X- _ O

How -X- _ O
to -X- _ O
cancel -X- _ O
withholding -X- _ O

After -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
recharged -X- _ O
, -X- _ O
the -X- _ O
system -X- _ O
still -X- _ O
displays -X- _ O
a -X- _ O
message -X- _ O
indicating -X- _ O
that -X- _ O
there -X- _ O
is -X- _ O
no -X- _ O
money -X- _ O
. -X- _ O

Where -X- _ O
is -X- _ O
the -X- _ O
entrance -X- _ O
for -X- _ O
resetting -X- _ O
the -X- _ O
security -X- _ O
question -X- _ O
? -X- _ O

I -X- _ O
added -X- _ O
a -X- _ O
card -X- _ O
to -X- _ O
my -X- _ O
phone -X- _ O
. -X- _ O
Why -X- _ O
did -X- _ O
n't -X- _ O
I -X- _ O
pay -X- _ O
for -X- _ O
it -X- _ O
? -X- _ O

Refund -X- _ O
of -X- _ O
card -X- _ O
opening -X- _ O
fees -X- _ O

I -X- _ O
ca -X- _ O
n't -X- _ O
brush -X- _ O
this -X- _ O
side -X- _ O
. -X- _ O
I -X- _ O
ca -X- _ O
n't -X- _ O
get -X- _ O
out -X- _ O
of -X- _ O
the -X- _ O
station -X- _ O
after -X- _ O
the -X- _ O
station -X- _ O
. -X- _ O

Which -X- _ O
cities -X- _ O
does -X- _ O
Beijing -X- _ B-LOC
, -X- _ O
Tianjin -X- _ B-LOC
, -X- _ O
and -X- _ O
Hebei -X- _ B-LOC
support -X- _ O
? -X- _ O

Traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
transaction -X- _ O
failed -X- _ O
. -X- _ O

The -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
does -X- _ O
not -X- _ O
support -X- _ O
the -X- _ O
business -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

I -X- _ O
forgot -X- _ O
the -X- _ O
password -X- _ O
. -X- _ O

Can -X- _ O
municipal -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
be -X- _ O
used -X- _ O
in -X- _ O
Shenzhen -X- _ B-LOC
? -X- _ O

The -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
does -X- _ O
not -X- _ O
return -X- _ O
the -X- _ O
card -X- _ O
fee -X- _ O
. -X- _ O

My -X- _ O
Huawei -X- _ B-HMS_SERVICE
AppGallery -X- _ I-HMS_SERVICE
account -X- _ O
remember -X- _ O
, -X- _ O
the -X- _ O
password -X- _ O
forgot -X- _ O
, -X- _ O
the -X- _ O
original -X- _ O
registered -X- _ O
mobile -X- _ O
phone -X- _ O
also -X- _ O
no -X- _ O
use -X- _ O
, -X- _ O
what -X- _ O
to -X- _ O
do -X- _ O
? -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
the -X- _ O
charging -X- _ O
of -X- _ O
the -X- _ O
interconnection -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
in -X- _ O
Beijing -X- _ B-LOC
, -X- _ O
Tianjin -X- _ B-LOC
, -X- _ O
and -X- _ O
Hebei -X- _ B-LOC
is -X- _ O
incorrect -X- _ O
? -X- _ O

There -X- _ O
's -X- _ O
no -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
on -X- _ O
it -X- _ O
. -X- _ O

Why -X- _ O
ca -X- _ O
n't -X- _ O
I -X- _ O
use -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
to -X- _ O
pay -X- _ O
for -X- _ O
Suning.com -X- _ B-WEB_LINK
online -X- _ B-CARD_FEATURE
payment -X- _ I-CARD_FEATURE
? -X- _ O

Preferential -X- _ O
treatment -X- _ O
for -X- _ O
card -X- _ O
opening -X- _ O
in -X- _ O
Shijiazhuang -X- _ B-LOC

Which -X- _ O
of -X- _ O
the -X- _ O
following -X- _ O
mobile -X- _ O
phones -X- _ O
support -X- _ O
the -X- _ O
use -X- _ O
of -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
take -X- _ O
a -X- _ O
public -X- _ O
transportation -X- _ O
subway -X- _ B-TRANSPORT
? -X- _ O

Does -X- _ O
Huawei -X- _ B-HUAWEI_DEVICE
9x -X- _ I-HUAWEI_DEVICE
have -X- _ O
a -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Can -X- _ O
municipal -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
be -X- _ O
used -X- _ O
outside -X- _ O
Beijing -X- _ B-LOC
? -X- _ O

Does -X- _ O
Xingye -X- _ B-CARD_TYPE
Bank -X- _ I-CARD_TYPE
debit -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE
support -X- _ O
brush -X- _ O
bus -X- _ B-TRANSPORT
subway -X- _ I-TRANSPORT
? -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Close -X- _ O
the -X- _ O
Payment -X- _ B-CODE_TYPE
Code -X- _ I-CODE_TYPE
? -X- _ O

Beijing -X- _ B-ORG
Municipal -X- _ I-ORG
One -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
Can -X- _ O
not -X- _ O
Be -X- _ O
Upgraded -X- _ O

How -X- _ O
to -X- _ O
unbind -X- _ O
the -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE
payment -X- _ B-CODE_TYPE
code -X- _ I-CODE_TYPE
from -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
? -X- _ O

When -X- _ O
I -X- _ O
bind -X- _ O
qq -X- _ B-CODE_TYPE
, -X- _ O
a -X- _ O
message -X- _ O
is -X- _ O
displayed -X- _ O
, -X- _ O
indicating -X- _ O
that -X- _ O
your -X- _ O
qq -X- _ B-CODE_TYPE
has -X- _ O
been -X- _ O
used -X- _ O
by -X- _ O
a -X- _ O
Huawei -X- _ B-HMS_SERVICE
account -X- _ I-HMS_SERVICE
and -X- _ O
therefore -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
bound -X- _ O
. -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Close -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
? -X- _ O

Why -X- _ O
ca -X- _ O
n't -X- _ O
I -X- _ O
disable -X- _ O
account -X- _ B-HMS_SERVICE_FEATURE
protection -X- _ I-HMS_SERVICE_FEATURE
for -X- _ O
Huawei -X- _ B-ORG
mobile -X- _ O
phones -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
deregister -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
? -X- _ O

What -X- _ O
is -X- _ O
real -X- _ O
- -X- _ O
name -X- _ O
authentication -X- _ B-HMS_SERVICE_FEATURE
? -X- _ O

Why -X- _ O
is -X- _ O
the -X- _ O
full -X- _ O
reduction -X- _ O
activity -X- _ O
always -X- _ O
involved -X- _ O
in -X- _ O
failure -X- _ O
? -X- _ O
I -X- _ O
am -X- _ O
the -X- _ O
first -X- _ O
binding -X- _ B-CARD_FEATURE
card -X- _ O
. -X- _ O

Hello -X- _ O
, -X- _ O
I -X- _ O
ca -X- _ O
n't -X- _ O
open -X- _ O
my -X- _ O
phone -X- _ O
. -X- _ O
I -X- _ O
need -X- _ O
to -X- _ O
activate -X- _ O
it -X- _ O
, -X- _ O
but -X- _ O
I -X- _ O
do -X- _ O
n't -X- _ O
remember -X- _ O
the -X- _ O
password -X- _ O
. -X- _ O

Huawei -X- _ B-ORG
's -X- _ O
account -X- _ O
and -X- _ O
password -X- _ O
are -X- _ O
forgotten -X- _ O
. -X- _ O
The -X- _ O
phone -X- _ O
card -X- _ O
stops -X- _ O
providing -X- _ O
services -X- _ O
. -X- _ O
How -X- _ O
can -X- _ O
I -X- _ O
retrieve -X- _ O
the -X- _ O
password -X- _ O
? -X- _ O

What -X- _ O
is -X- _ O
eⅠD -X- _ O
? -X- _ O

CloudSE2980的放音内容保存在语音文件中，放音之前需要保证语音文件已经加载到系统资源模块。CloudSE2980通过语音动态加载实现语音文件加载 -X- _ O
。 -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
the -X- _ O
recharge -X- _ O
card -X- _ O
fails -X- _ O
to -X- _ O
be -X- _ O
charged -X- _ O
but -X- _ O
the -X- _ O
bank -X- _ O
deducts -X- _ O
the -X- _ O
money -X- _ O
? -X- _ O

Why -X- _ O
do -X- _ O
n't -X- _ O
I -X- _ O
take -X- _ O
the -X- _ O
transportation -X- _ O
and -X- _ O
pay -X- _ O
for -X- _ O
the -X- _ O
traffic -X- _ O
? -X- _ O

I -X- _ O
want -X- _ O
to -X- _ O
exit -X- _ O
the -X- _ O
account -X- _ O
temporarily -X- _ O
, -X- _ O
but -X- _ O
forget -X- _ O
the -X- _ O
password -X- _ O
, -X- _ O
my -X- _ O
account -X- _ O
number -X- _ O
is -X- _ O
lost -X- _ O
again -X- _ O
, -X- _ O
what -X- _ O
to -X- _ O
do -X- _ O
? -X- _ O

How -X- _ O
can -X- _ O
I -X- _ O
pay -X- _ O
for -X- _ O
it -X- _ O
myself -X- _ O
? -X- _ O

Excuse -X- _ O
me -X- _ O
, -X- _ O
why -X- _ O
ca -X- _ O
n't -X- _ O
I -X- _ O
find -X- _ O
the -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
in -X- _ O
the -X- _ O
card -X- _ B-CARD_FEATURE
bag -X- _ I-CARD_FEATURE
? -X- _ O

What -X- _ O
's -X- _ O
wrong -X- _ O
with -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
? -X- _ O

The -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
does -X- _ O
n't -X- _ O
have -X- _ O
to -X- _ O
be -X- _ O
used -X- _ O
, -X- _ O

I -X- _ O
ca -X- _ O
n't -X- _ O
tie -X- _ O
a -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
in -X- _ O
Beijing -X- _ B-LOC
. -X- _ O

Only -X- _ O
four -X- _ O
bank -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
can -X- _ O
be -X- _ O
added -X- _ O
. -X- _ O

No -X- _ O
card -X- _ O
can -X- _ O
be -X- _ O
added -X- _ O
. -X- _ O

I -X- _ O
'd -X- _ O
like -X- _ O
to -X- _ O
change -X- _ O
some -X- _ O
security -X- _ O
questions -X- _ O
. -X- _ O

Excuse -X- _ O
me -X- _ O
? -X- _ O

I -X- _ O
do -X- _ O
not -X- _ O
need -X- _ O
to -X- _ O
use -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
how -X- _ O
endless -X- _ O
prompt -X- _ O
, -X- _ O
has -X- _ O
seriously -X- _ O
affected -X- _ O
tomorrow -X- _ O
's -X- _ O
mood -X- _ O
, -X- _ O
OK -X- _ O
? -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
I -X- _ O
forget -X- _ O
how -X- _ O
to -X- _ O
reset -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
security -X- _ O
issue -X- _ O
? -X- _ O

Method -X- _ O
of -X- _ O
unbinding -X- _ B-CARD_FEATURE
an -X- _ O
Eid -X- _ B-CARD_TYPE

There -X- _ O
's -X- _ O
nothing -X- _ O
to -X- _ O
buy -X- _ O
in -X- _ O
this -X- _ O
wallet -X- _ B-HMS_SERVICE
. -X- _ O

I -X- _ O
ca -X- _ O
n't -X- _ O
brush -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
lately -X- _ O
. -X- _ O

Resetting -X- _ O
the -X- _ O
Password -X- _ O
of -X- _ O
a -X- _ O
Huawei -X- _ B-HMS_SERVICE
Account -X- _ I-HMS_SERVICE

Upgrade -X- _ O
to -X- _ O
the -X- _ O
specified -X- _ O
version -X- _ O
. -X- _ O
My -X- _ O
wallet -X- _ B-HMS_SERVICE
is -X- _ O
a -X- _ O
specified -X- _ O
version -X- _ O
. -X- _ O
Why -X- _ O
is -X- _ O
there -X- _ O
no -X- _ O
discount -X- _ O
? -X- _ O

My -X- _ O
previous -X- _ O
account -X- _ O
15618534526 -X- _ O
but -X- _ O
the -X- _ O
password -X- _ O
forgot -X- _ O
, -X- _ O
and -X- _ O
changed -X- _ O
the -X- _ O
new -X- _ O
mobile -X- _ O
phone -X- _ O
and -X- _ O
rookie -X- _ O
card -X- _ O
, -X- _ O
want -X- _ O
to -X- _ O
retrieve -X- _ O
the -X- _ O
original -X- _ O
account -X- _ B-HMS_SERVICE_FEATURE
password -X- _ I-HMS_SERVICE_FEATURE
how -X- _ O
to -X- _ O
do -X- _ O
. -X- _ O

Why -X- _ O
is -X- _ O
there -X- _ O
no -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
function -X- _ O
in -X- _ O
my -X- _ O
service -X- _ O
? -X- _ O

How -X- _ O
can -X- _ O
I -X- _ O
refresh -X- _ O
my -X- _ O
phone -X- _ O
when -X- _ O
my -X- _ O
phone -X- _ O
is -X- _ O
turned -X- _ O
off -X- _ O
? -X- _ O

nfc -X- _ B-CARD_USAGE
failed -X- _ O
when -X- _ O
I -X- _ O
added -X- _ O
a -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
brush -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
. -X- _ O

Failed -X- _ O
to -X- _ O
add -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

Method -X- _ O
of -X- _ O
applying -X- _ O
for -X- _ O
a -X- _ O
credit -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE

I -X- _ O
changed -X- _ O
my -X- _ O
phone -X- _ O
number -X- _ O
. -X- _ O
How -X- _ O
can -X- _ O
I -X- _ O
return -X- _ O
the -X- _ O
previous -X- _ O
Huawei -X- _ B-HMS_SERVICE
account -X- _ I-HMS_SERVICE
? -X- _ O

My -X- _ O
equipment -X- _ O
is -X- _ O
broken -X- _ O
. -X- _ O
Can -X- _ O
you -X- _ O
get -X- _ O
me -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Why -X- _ O
Is -X- _ O
the -X- _ O
Recharge -X- _ O
Failure -X- _ O
Always -X- _ O
Displayed -X- _ O
When -X- _ O
I -X- _ O
Participate -X- _ O
in -X- _ O
a -X- _ O
Fully -X- _ O
Submitted -X- _ O
Activity -X- _ O
? -X- _ O

Do -X- _ O
you -X- _ O
have -X- _ O
to -X- _ O
enter -X- _ O
the -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
every -X- _ O
time -X- _ O
you -X- _ O
swipe -X- _ O
your -X- _ O
card -X- _ O
? -X- _ O

My -X- _ O
card -X- _ O
failed -X- _ O
to -X- _ O
be -X- _ O
deducted -X- _ O
last -X- _ O
time -X- _ O
and -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
used -X- _ O
now -X- _ O
. -X- _ O

Can -X- _ O
the -X- _ O
VISA -X- _ B-ORG
and -X- _ O
MASTER -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
be -X- _ O
added -X- _ O
to -X- _ O
the -X- _ O
card -X- _ O
package -X- _ O
? -X- _ O

Ask -X- _ O
the -X- _ O
customer -X- _ O
whether -X- _ O
to -X- _ O
rebind -X- _ O
the -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
another -X- _ O
mobile -X- _ O
phone -X- _ O
. -X- _ O

What -X- _ O
are -X- _ O
the -X- _ O
methods -X- _ O
of -X- _ O
deleting -X- _ O
a -X- _ O
membership -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

My -X- _ O
version -X- _ O
is -X- _ O
now -X- _ O
9.0.2.310 -X- _ O
. -X- _ O
What -X- _ O
's -X- _ O
wrong -X- _ O
with -X- _ O
the -X- _ O
key -X- _ O
? -X- _ O

NFC -X- _ B-CARD_USAGE
Replication -X- _ O
Access -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
Tutorial -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
Failed -X- _ O
to -X- _ O
add -X- _ O
ICBC -X- _ B-ORG
bank -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
. -X- _ O
Why -X- _ O
? -X- _ O

I -X- _ O
do -X- _ O
n't -X- _ O
have -X- _ O
access -X- _ O
to -X- _ O
my -X- _ O
wallet -X- _ B-HMS_SERVICE
. -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
deregister -X- _ O
a -X- _ O
credit -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Which -X- _ O
of -X- _ O
the -X- _ O
following -X- _ O
mobile -X- _ O
phones -X- _ O
can -X- _ O
be -X- _ O
bound -X- _ O
with -X- _ O
bank -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
? -X- _ O

Change -X- _ O
the -X- _ O
mobile -X- _ O
phone -X- _ O
, -X- _ O
Beijing -X- _ B-LOC
's -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
why -X- _ O
not -X- _ O
? -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
deregister -X- _ O
real -X- _ O
- -X- _ O
name -X- _ O
authentication -X- _ B-HMS_SERVICE_FEATURE

Can -X- _ O
the -X- _ O
sheep -X- _ B-LOC
city -X- _ I-LOC
pass -X- _ O
the -X- _ O
card -X- _ O
? -X- _ O

The -X- _ O
mobile -X- _ O
number -X- _ O
of -X- _ O
the -X- _ O
account -X- _ O
can -X- _ O
not -X- _ O
receive -X- _ O
the -X- _ O
verification -X- _ B-CODE_TYPE
code -X- _ I-CODE_TYPE
. -X- _ O
The -X- _ O
secure -X- _ O
mobile -X- _ O
phone -X- _ O
or -X- _ O
email -X- _ O
address -X- _ O
is -X- _ O
no -X- _ O
longer -X- _ O
used -X- _ O
. -X- _ O

What -X- _ O
card -X- _ O
can -X- _ O
suck -X- _ O
the -X- _ O
card -X- _ O
? -X- _ O

Where -X- _ O
can -X- _ O
I -X- _ O
set -X- _ O
the -X- _ O
card -X- _ B-CARD_FEATURE
swiping -X- _ I-CARD_FEATURE
interface -X- _ O
? -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
I -X- _ O
forget -X- _ O
the -X- _ O
password -X- _ O
of -X- _ O
a -X- _ O
new -X- _ O
rookie -X- _ O
card -X- _ O
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
know -X- _ O
I -X- _ O
'm -X- _ O
not -X- _ O
satisfied -X- _ O
with -X- _ O
the -X- _ O
concession -X- _ O
? -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
not -X- _ O
recharged -X- _ O
? -X- _ O

Is -X- _ O
the -X- _ O
card -X- _ O
opening -X- _ O
fee -X- _ O
refunded -X- _ O
? -X- _ O

Payment -X- _ B-CODE_TYPE
code -X- _ I-CODE_TYPE
and -X- _ O
UnionPay -X- _ B-HMS_SERVICE
? -X- _ O

Where -X- _ O
to -X- _ O
Obtain -X- _ O
the -X- _ O
Recharge -X- _ B-CARD_FEATURE
Invoice -X- _ I-CARD_FEATURE

Which -X- _ O
online -X- _ O
channels -X- _ O
accept -X- _ O
EIDs -X- _ B-CARD_TYPE
? -X- _ O

Failed -X- _ O
to -X- _ O
read -X- _ O
the -X- _ O
card -X- _ O
. -X- _ O

My -X- _ O
mate10 -X- _ B-HUAWEI_DEVICE
ca -X- _ O
n't -X- _ O
use -X- _ O
Beijing -X- _ B-CARD_TYPE
- -X- _ I-CARD_TYPE
Tianjin -X- _ I-CARD_TYPE
- -X- _ I-CARD_TYPE
Hebei -X- _ I-CARD_TYPE
1 -X- _ O
cartoon -X- _ B-CARD_FEATURE
, -X- _ O
card -X- _ B-CARD_FEATURE
swiping -X- _ I-CARD_FEATURE
does -X- _ O
not -X- _ O
respond -X- _ O
. -X- _ O

Which -X- _ O
cities -X- _ O
does -X- _ O
Beijing -X- _ B-LOC
, -X- _ O
Tianjin -X- _ B-LOC
, -X- _ O
Hebei -X- _ B-LOC
, -X- _ O
and -X- _ O
Carton -X- _ O
support -X- _ O
? -X- _ O

My -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
does -X- _ O
n't -X- _ O
have -X- _ O
a -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
. -X- _ O

Pay -X- _ O
a -X- _ O
penny -X- _ O
on -X- _ O
the -X- _ O
phone -X- _ O
and -X- _ O
take -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
. -X- _ O
